,rowId,x,y,z,radius,link
434,435,15052.0,31162.0,17592.0,27.0,434
435,436,15124.0,31162.0,17574.0,27.0,435
436,437,15160.0,31162.0,17574.0,27.0,436
437,438,15196.0,31162.0,17574.0,16.4558,437
438,439,15232.0,31144.0,17556.0,27.0,438
439,440,15268.0,31126.0,17538.0,16.4558,439
440,441,15322.0,31108.0,17520.0,27.0,440
441,442,15340.0,31090.0,17502.0,16.4558,441
442,443,15376.0,31072.0,17502.0,27.0,442
443,444,15430.0,31036.0,17502.0,27.0,443
444,445,15484.0,31018.0,17538.0,31.2492,444
445,446,15556.0,31000.0,17556.0,27.0,445
446,447,15610.0,30964.0,17610.0,31.2492,446
447,448,15646.0,30928.0,17646.0,27.0,447
448,449,15682.0,30910.0,17682.0,16.4558,448
449,450,15682.0,30910.0,17700.0,16.4558,449
450,451,15700.0,30892.0,17718.0,16.4558,450
451,452,15718.0,30892.0,17754.0,16.4558,451
452,453,15736.0,30892.0,17772.0,9.0,452
453,454,15754.0,30892.0,17790.0,9.0,453
454,455,15754.0,30892.0,17808.0,9.0,454
455,456,15754.0,30892.0,17826.0,16.4558,455
456,457,15754.0,30910.0,17862.0,16.4558,456
457,458,15754.0,30928.0,17898.0,27.0,457
458,459,15772.0,30928.0,17952.0,16.4558,458
459,460,15772.0,30946.0,17988.0,16.4558,459
460,461,15772.0,30946.0,18006.0,16.4558,460
461,462,15772.0,30946.0,18042.0,27.0,461
462,463,15772.0,30964.0,18096.0,27.0,462
463,464,15772.0,30982.0,18132.0,27.0,463
464,465,15826.0,30964.0,18186.0,27.0,464
465,466,15844.0,30946.0,18240.0,27.0,465
466,467,15862.0,30928.0,18258.0,16.4558,466
467,468,15862.0,30928.0,18276.0,9.0,467
468,469,15862.0,30928.0,18330.0,41.9117,468
469,470,15916.0,30874.0,18420.0,47.921,469
470,471,15970.0,30838.0,18492.0,27.0,470
471,472,16006.0,30820.0,18510.0,16.4558,471
472,473,16024.0,30802.0,18528.0,27.0,472
473,474,16078.0,30802.0,18618.0,27.0,473
474,475,16132.0,30820.0,18690.0,27.0,474
