,upstream_bodyId,downstream_bodyId,upstream_roi,downstream_roi,ux,uy,uz,dx,dy,dz,upstream_confidence,downstream_confidence
150,5813069089,5813078552,CA(R),CA(R),15149,12509,10461,15124,12517,10445,0.983,0.549303
151,5813069089,5813078552,CA(R),CA(R),15438,12449,10219,15427,12465,10207,0.96,0.591055
152,5813069089,5813078552,,,15594,12210,10360,15579,12166,10345,0.872,0.45874462
153,5813069089,5813078552,CA(R),CA(R),15322,12244,10260,15316,12265,10241,0.95,0.891126
154,5813069089,5813078552,,,15427,12172,10242,15414,12148,10223,0.956,0.367091
155,5813069089,5813078552,CA(R),CA(R),15399,12260,10481,15424,12220,10454,0.949,0.41342
156,5813069089,5813078552,CA(R),CA(R),15270,12249,10454,15252,12239,10440,0.871,0.965081
157,5813069089,5813078552,CA(R),CA(R),15198,12218,10441,15216,12210,10464,0.957,0.795444
158,5813069089,5813078552,CA(R),CA(R),15271,12273,10547,15253,12245,10522,0.925,0.45280993
159,5813063229,5813078552,PED(R),PED(R),13097,26601,18023,13079,26606,18016,0.998,0.666387
160,5813063229,5813078552,PED(R),PED(R),13007,24122,17568,13023,24118,17557,0.994,0.881067
161,5813063229,5813078552,aL(R),aL(R),18085,28844,6371,18068,28830,6372,0.991,0.784838
162,5813062850,5813078552,bL(R),bL(R),23045,28606,20565,23032,28585,20576,0.948,0.923609
163,5813062850,5813078552,aL(R),aL(R),15834,29544,10490,15835,29524,10508,0.977,0.786371
164,5813062850,5813078552,aL(R),aL(R),16122,29380,9631,16120,29406,9625,0.974,0.705461
165,5813062850,5813078552,aL(R),aL(R),16113,29392,9745,16121,29404,9746,0.984,0.617685
166,5813057187,5813078552,bL(R),bL(R),21255,29139,20826,21247,29126,20814,0.994,0.656761
167,5813057187,5813078552,aL(R),aL(R),16196,27416,5873,16194,27418,5862,0.977,0.984529
168,5813057187,5813078552,bL(R),bL(R),20941,29320,20302,20926,29302,20301,0.871,0.881806
169,5813057187,5813078552,aL(R),aL(R),16238,27287,5779,16252,27280,5785,0.987,0.335371
170,5813057187,5813078552,bL(R),bL(R),21112,29207,20394,21110,29208,20403,0.981,0.987653
171,5813056355,5813078552,aL(R),aL(R),16848,29888,7112,16835,29885,7100,0.984,0.899495
172,5813055914,5813078552,bL(R),bL(R),16598,32331,21498,16601,32326,21485,0.804,0.959216
173,5813055914,5813078552,PED(R),PED(R),13305,27732,17952,13320,27733,17949,0.814,0.761736
174,5813055914,5813078552,aL(R),aL(R),14994,31130,17585,15005,31140,17577,0.963,0.991834
175,5813055914,5813078552,aL(R),aL(R),15723,30940,17860,15752,30928,17869,0.835,0.80881
176,5813055914,5813078552,aL(R),aL(R),16059,30978,18730,16050,30969,18732,0.997,0.969381
177,5813055914,5813078552,aL(R),aL(R),14989,31043,17620,14973,31043,17633,0.886,0.994349
178,5813055914,5813078552,b'L(R),aL(R),15627,31007,17638,15609,30992,17625,0.975,0.760989
179,5813055914,5813078552,aL(R),aL(R),15011,31096,17638,14993,31101,17654,0.891,0.992684
180,5813055889,5813078552,bL(R),bL(R),16335,30646,19458,16352,30646,19462,0.985,0.983307
181,5813055889,5813078552,bL(R),bL(R),22912,29219,20584,22901,29225,20569,0.964,0.951687
182,5813054343,5813078552,bL(R),bL(R),22134,30588,20083,22152,30580,20095,0.887,0.997381
183,5813054342,5813078552,bL(R),bL(R),22006,31372,20539,22010,31383,20546,0.93,0.873311
184,5813035558,5813078552,bL(R),bL(R),22871,29750,20447,22908,29762,20457,0.966,0.581283
185,5813032943,5813078552,,,12874,14054,14559,12842,14070,14574,0.98,0.651395
186,5813032943,5813078552,,,12879,14204,14570,12851,14200,14595,0.839,0.714468
187,5813032943,5813078552,,,12865,14159,14554,12843,14152,14577,0.866,0.85464
188,5813022212,5813078552,bL(R),bL(R),15600,32697,20231,15600,32693,20248,0.992,0.631346
189,5813022212,5813078552,bL(R),bL(R),15678,32826,20311,15678,32810,20314,0.995,0.998692
190,5813022054,5813078552,bL(R),bL(R),17314,31715,20807,17335,31693,20807,0.978,0.748963
191,5813021464,5813078552,bL(R),bL(R),22238,30542,20122,22226,30560,20106,0.988,0.82211
192,5813021464,5813078552,aL(R),aL(R),15565,28785,10357,15544,28773,10354,0.938,0.977282
193,5813021401,5813078552,aL(R),aL(R),18159,28941,6193,18145,28947,6186,0.99,0.994276
194,5813021386,5813078552,bL(R),bL(R),16222,30501,19847,16222,30522,19844,0.977,0.985441
195,5813021386,5813078552,bL(R),bL(R),15462,30820,20592,15470,30831,20586,0.93,0.999705
196,5813021326,5813078552,CA(R),CA(R),12428,11926,11054,12455,11930,11051,0.954,0.836801
197,5813021263,5813078552,bL(R),bL(R),18017,31273,20173,18013,31270,20195,0.961,0.999319
198,5813020828,5813078552,aL(R),aL(R),16525,29410,12523,16528,29421,12543,0.972,0.816505
199,5813020828,5813078552,aL(R),aL(R),16297,29851,13360,16306,29859,13353,0.74,0.971403
200,5813019609,5813078552,aL(R),aL(R),15742,30979,18090,15755,30983,18090,0.955,0.702429
201,5813019607,5813078552,aL(R),aL(R),16190,27247,5862,16202,27257,5855,0.998,0.533586
202,5813019513,5813078552,SIP(R),SIP(R),16525,28712,12110,16538,28713,12099,0.955,0.995146
203,5813019513,5813078552,aL(R),SIP(R),16506,28651,12039,16521,28652,12036,0.976,0.622123
204,5813019513,5813078552,aL(R),aL(R),16365,28318,11624,16393,28291,11627,0.92,0.643816
205,5812983837,5813078552,aL(R),aL(R),15144,31202,17571,15135,31187,17572,0.974,0.827559
206,5812983345,5813078552,bL(R),bL(R),16219,32749,21023,16218,32732,21023,0.991,0.924942
207,5812983303,5813078552,aL(R),aL(R),14407,31206,18009,14386,31204,17996,0.974,0.616009
208,5812983213,5813078552,aL(R),aL(R),15746,29348,10571,15746,29348,10561,0.987,0.971948
209,5812983028,5813078552,bL(R),bL(R),16134,32688,20814,16143,32688,20813,0.975,0.852659
210,5812982802,5813078552,bL(R),bL(R),16265,30543,19705,16278,30544,19712,0.984,0.99278
211,5812982802,5813078552,bL(R),bL(R),23203,28498,20543,23206,28481,20553,0.964,0.99677
212,5812982782,5813078552,PED(R),PED(R),13264,19778,16441,13256,19783,16440,0.993,0.69266
213,5812982514,5813078552,bL(R),bL(R),20591,29854,20716,20580,29843,20718,0.878,0.971964
214,5812982192,5813078552,bL(R),bL(R),22925,28818,20659,22949,28817,20651,0.953,0.863303
215,5812981971,5813078552,bL(R),bL(R),23228,28471,20505,23218,28460,20508,0.874,0.987917
216,5812981971,5813078552,aL(R),aL(R),15570,28939,10423,15562,28943,10440,0.926,0.663819
217,5812981690,5813078552,CA(R),CA(R),12027,13303,10259,12009,13300,10255,0.959,0.953281
218,5812981680,5813078552,aL(R),aL(R),15996,30228,15041,15988,30215,15056,0.766,0.902476
219,5812981680,5813078552,aL(R),aL(R),16006,30228,15003,16010,30217,15005,0.951,0.998807
220,5812981676,5813078552,PED(R),PED(R),13109,23681,17396,13098,23679,17404,0.921,0.761558
221,5812981676,5813078552,PED(R),PED(R),13071,22123,16929,13064,22128,16912,0.974,0.49726
222,5812981676,5813078552,PED(R),PED(R),13087,20699,16491,13090,20723,16488,0.92,0.525876
223,5812981676,5813078552,PED(R),PED(R),13323,27450,18057,13329,27463,18051,0.932,0.939613
224,5812981676,5813078552,aL(R),aL(R),16033,29695,7144,16031,29677,7155,0.987,0.977529
225,5812981673,5813078552,bL(R),bL(R),18382,30998,20102,18379,30989,20102,0.951,0.958572
226,5812981673,5813078552,aL(R),aL(R),15637,30198,16589,15625,30214,16597,0.989,0.913704
227,5812981671,5813078552,CA(R),CA(R),13576,12219,11478,13581,12232,11463,0.992,0.948311
228,5812981618,5813078552,aL(R),aL(R),18108,28983,6184,18118,28983,6187,0.933,0.717358
229,5812981618,5813078552,aL(R),aL(R),17011,29796,7023,17011,29796,7007,0.902,0.970355
230,5812981618,5813078552,aL(R),aL(R),16858,29810,7101,16846,29813,7098,0.895,0.850263
231,5812981618,5813078552,aL(R),aL(R),16878,29840,7091,16859,29825,7086,0.993,0.81014
232,5812981607,5813078552,CA(R),CA(R),12235,12584,10244,12226,12595,10271,0.855,0.756973
233,5812981379,5813078552,PED(R),PED(R),13477,16345,15828,13487,16348,15823,0.925,0.903664
234,5812981379,5813078552,PED(R),PED(R),13475,17683,16212,13472,17681,16218,0.96,0.999992
235,5812981379,5813078552,aL(R),aL(R),14478,31138,17782,14473,31136,17797,0.89,0.99372
236,5812981086,5813078552,bL(R),bL(R),15061,32086,20103,15048,32096,20097,0.981,0.963597
237,5812981086,5813078552,aL(R),aL(R),16389,29909,7018,16389,29901,7025,0.991,0.973604
238,5812980947,5813078552,aL(R),aL(R),15872,28619,5910,15885,28624,5928,0.884,0.979885
239,5812980931,5813078552,aL(R),aL(R),16878,27075,6452,16896,27093,6468,0.996,0.494969
240,5812980811,5813078552,bL(R),bL(R),22508,30209,20185,22500,30201,20172,0.9,0.977621
241,5812980792,5813078552,bL(R),bL(R),17580,31577,20554,17574,31566,20544,0.993,0.856162
242,5812980792,5813078552,bL(R),bL(R),17281,31763,20956,17285,31725,20951,0.99,0.703959
243,5812980787,5813078552,aL(R),aL(R),15567,28666,10349,15560,28665,10356,0.987,0.991894
244,5812980768,5813078552,bL(R),bL(R),21386,28904,21051,21368,28919,21038,0.99,0.886451
245,5812980555,5813078552,aL(R),aL(R),14885,30855,17564,14922,30849,17572,0.977,0.329388
246,5812980555,5813078552,aL(R),aL(R),14816,31073,17880,14823,31060,17872,0.89,0.915687
247,5812980426,5813078552,PED(R),PED(R),13376,27607,17945,13378,27607,17959,0.908,0.987634
248,5812980426,5813078552,PED(R),PED(R),13515,15992,15630,13499,15997,15633,0.832,0.969378
249,5812980408,5813078552,aL(R),aL(R),13320,28682,17869,13336,28677,17877,0.976,0.994385
250,5812980408,5813078552,bL(R),bL(R),21316,28992,21052,21321,28985,21039,0.892,0.73275
251,5812980408,5813078552,aL(R),aL(R),13791,29902,17854,13770,29911,17854,0.767,0.753643
252,5812980408,5813078552,PED(R),PED(R),12985,23530,17340,13010,23547,17338,0.998,0.943699
253,5812980408,5813078552,aL(R),aL(R),13850,30032,17846,13839,30031,17838,0.915,0.981673
254,5812980408,5813078552,PED(R),PED(R),13074,26715,17878,13082,26733,17891,0.997,0.893628
255,5812980408,5813078552,PED(R),PED(R),13118,27207,18034,13114,27181,18004,0.997,0.934015
256,5812980408,5813078552,bL(R),bL(R),15281,31215,20644,15277,31205,20640,0.965,0.999422
257,5812980408,5813078552,PED(R),PED(R),13122,24901,17681,13118,24901,17689,0.99,0.960962
258,5812980378,5813078552,aL(R),aL(R),16693,29486,5870,16692,29477,5863,0.94,0.947813
259,5812980378,5813078552,bL(R),bL(R),22445,30168,20232,22446,30165,20214,0.934,0.98341
260,5812980351,5813078552,aL(R),aL(R),16290,29406,6088,16292,29391,6066,0.982,0.709291
261,5812980179,5813078552,PED(R),PED(R),13146,21551,16754,13132,21556,16735,0.945,0.92004
262,5812980179,5813078552,PED(R),PED(R),13125,20752,16599,13136,20751,16591,0.995,0.912018
263,569615641,5813078552,aL(R),aL(R),17192,27159,6261,17206,27158,6262,0.97,0.827159
264,551790913,5813078552,bL(R),bL(R),21497,28954,20801,21484,28966,20810,0.993,0.891035
265,549576117,5813078552,aL(R),aL(R),15583,28573,10336,15567,28571,10347,0.994,0.749813
266,519905418,5813078552,aL(R),aL(R),15997,30208,14955,16017,30208,14958,0.984,0.962352
267,519905418,5813078552,aL(R),aL(R),15989,30225,15054,16005,30210,15057,0.997,0.793803
268,519905418,5813078552,aL(R),aL(R),16223,29984,13598,16239,29980,13606,0.998,0.903205
269,519905418,5813078552,aL(R),aL(R),15558,30305,17012,15573,30305,17020,0.945,0.787839
270,519900699,5813078552,bL(R),bL(R),17535,31593,20585,17542,31576,20584,0.987,0.917241
271,519573099,5813078552,aL(R),aL(R),15947,30891,18356,15938,30906,18355,0.989,0.731726
272,519223027,5813078552,bL(R),bL(R),15529,30801,20531,15535,30790,20538,0.933,0.57534
273,519223027,5813078552,aL(R),aL(R),15966,28569,5913,15972,28590,5916,0.999,0.46763396
274,518882016,5813078552,bL(R),bL(R),22756,28552,20459,22772,28568,20445,0.97,0.726616
275,518873604,5813078552,PED(R),PED(R),13124,20929,16660,13119,20936,16649,0.98,0.696159
276,517858947,5813078552,bL(R),bL(R),20664,30349,20948,20676,30349,20941,0.952,0.912608
277,488533722,5813078552,PED(R),PED(R),13383,27604,18050,13374,27603,18039,0.924,0.998077
278,488533722,5813078552,aL(R),aL(R),16173,29632,7055,16149,29645,7065,0.99,0.752892
279,488205572,5813078552,aL(R),aL(R),14923,30980,17599,14932,30992,17634,0.993,0.632572
280,488205572,5813078552,bL(R),bL(R),22176,28375,20383,22154,28386,20393,0.923,0.924417
281,488184014,5813078552,bL(R),bL(R),22817,29457,20439,22839,29463,20430,0.82,0.998489
282,488184014,5813078552,aL(R),aL(R),16217,27760,6765,16217,27771,6771,0.953,0.70386
283,487847296,5813078552,aL(R),aL(R),15238,30525,17365,15252,30541,17363,0.978,0.892796
284,487501700,5813078552,bL(R),bL(R),15700,32773,20480,15704,32781,20467,0.997,0.858276
285,484735678,5813078552,bL(R),bL(R),22246,30544,20095,22224,30556,20096,0.88,0.933132
286,482762280,5813078552,PED(R),PED(R),13329,27976,17945,13342,27976,17962,0.929,0.984115
287,482762280,5813078552,aL(R),aL(R),13402,28953,17841,13410,28948,17832,0.958,0.728221
288,482762280,5813078552,aL(R),aL(R),13370,28888,17830,13387,28886,17828,0.931,0.645388
289,482762280,5813078552,aL(R),aL(R),13713,29869,17881,13714,29870,17874,0.914,0.965467
290,482762280,5813078552,aL(R),aL(R),13673,29742,17865,13640,29734,17855,0.935,0.856349
291,482762280,5813078552,aL(R),aL(R),13751,29861,17875,13746,29865,17865,0.986,0.977742
292,482762280,5813078552,aL(R),aL(R),15156,30677,17466,15146,30668,17464,0.985,0.997048
293,480590566,5813078552,CA(R),CA(R),14133,14463,10283,14122,14444,10254,0.878,0.660893
294,480590566,5813078552,CA(R),CA(R),14494,11102,13073,14497,11121,13078,0.916,0.980163
295,480590566,5813078552,CA(R),CA(R),14308,14388,10107,14293,14395,10098,0.945,0.982423
296,480590566,5813078552,CA(R),CA(R),13900,12316,11199,13888,12296,11160,0.998,0.496473
297,480590566,5813078552,CA(R),CA(R),11958,13700,10479,11976,13681,10484,0.966,0.935021
298,480590566,5813078552,CA(R),CA(R),12057,13794,10478,12080,13792,10461,0.988,0.80659
299,480590566,5813078552,CA(R),CA(R),14386,14468,11203,14402,14482,11203,0.985,0.949114
300,480590566,5813078552,CA(R),CA(R),14467,14222,11256,14444,14203,11251,0.994,0.72878
301,457507485,5813078552,aL(R),aL(R),17302,29720,5658,17301,29733,5665,0.995,0.75565
302,456846996,5813078552,aL(R),aL(R),14769,31044,17780,14772,31039,17794,0.982,0.998578
303,456846996,5813078552,aL(R),aL(R),14478,31118,17782,14469,31118,17795,0.748,0.937478
304,456467162,5813078552,aL(R),aL(R),14127,30886,17713,14139,30882,17722,0.754,0.926421
305,456462919,5813078552,bL(R),bL(R),20679,30370,20963,20691,30370,20951,0.835,0.997092
306,456458549,5813078552,aL(R),aL(R),17744,29310,6683,17727,29309,6687,0.786,0.910113
307,456458549,5813078552,aL(R),aL(R),17731,29323,6703,17720,29317,6703,0.866,0.701076
308,456458549,5813078552,aL(R),aL(R),16041,27453,5881,16056,27465,5876,0.98,0.663772
309,456134692,5813078552,bL(R),bL(R),22877,29155,20550,22877,29155,20566,0.898,0.999167
310,456134692,5813078552,PED(R),PED(R),13182,19942,16501,13165,19943,16492,0.999,0.985318
311,456121649,5813078552,PED(R),PED(R),13369,27883,17966,13382,27886,17951,0.948,0.968127
312,456121649,5813078552,PED(R),PED(R),13189,20399,16538,13170,20399,16562,0.997,0.514522
313,455431209,5813078552,bL(R),bL(R),19569,30273,19956,19576,30259,19952,0.961,0.814935
314,426477089,5813078552,bL(R),bL(R),19052,30658,19982,19042,30652,19996,0.884,0.999884
315,426477089,5813078552,bL(R),bL(R),15057,32113,20068,15047,32113,20077,0.99,0.967013
316,426464004,5813078552,bL(R),bL(R),22785,28545,20357,22778,28553,20372,0.953,0.302582
317,425790257,5813078552,aL(R),aL(R),16291,29773,13323,16285,29774,13301,0.911,0.929285
318,425790257,5813078552,aL(R),aL(R),15813,28288,5793,15790,28288,5793,0.917,0.321253
319,425790257,5813078552,bL(R),bL(R),15715,32803,20341,15684,32798,20339,0.995,0.664767
320,425790257,5813078552,aL(R),aL(R),15654,29171,10501,15672,29163,10475,0.992,0.857124
321,425790257,5813078552,bL(R),bL(R),22133,30562,20159,22120,30548,20146,0.975,0.913883
322,425790257,5813078552,bL(R),bL(R),21883,31214,20081,21899,31206,20049,0.98,0.595978
323,425790257,5813078552,bL(R),bL(R),19183,30670,20068,19183,30662,20048,0.963,0.922689
324,425790257,5813078552,bL(R),bL(R),19037,30759,20118,19037,30745,20093,0.966,0.696997
325,425790257,5813078552,aL(R),aL(R),16837,29769,7031,16841,29783,7048,0.957,0.994387
326,425790257,5813078552,aL(R),aL(R),15783,29439,10514,15785,29436,10539,0.997,0.76518
327,425790257,5813078552,aL(R),aL(R),15443,30370,17229,15443,30392,17226,0.982,0.937477
328,425790257,5813078552,aL(R),aL(R),15911,28818,5844,15926,28818,5845,0.812,0.998427
329,425790257,5813078552,CA(R),CA(R),15011,12368,10475,15021,12352,10455,0.951,0.748925
330,425790257,5813078552,CA(R),CA(R),12138,13622,10289,12109,13622,10293,0.945,0.845352
331,425790257,5813078552,aL(R),aL(R),15554,30262,15730,15571,30255,15740,0.995,0.950412
332,425790257,5813078552,aL(R),aL(R),16462,29493,12702,16462,29515,12711,0.993,0.810019
333,425790257,5813078552,bL(R),bL(R),20545,29533,20284,20529,29513,20293,0.907,0.397126
334,425790257,5813078552,aL(R),aL(R),17381,29633,6874,17387,29648,6867,0.913,0.801425
335,425790257,5813078552,aL(R),aL(R),16289,27628,6743,16284,27639,6750,0.751,0.873693
336,425790257,5813078552,aL(R),aL(R),16286,27569,6847,16262,27572,6850,0.99,0.935733
337,425790257,5813078552,bL(R),bL(R),17482,31674,20627,17467,31662,20645,0.985,0.906949
338,425790257,5813078552,aL(R),aL(R),15593,28675,10417,15565,28689,10394,0.981,0.649065
339,425790257,5813078552,PED(R),PED(R),13057,20713,16419,13081,20728,16451,0.977,0.319913
340,425790257,5813078552,bL(R),bL(R),20708,29434,20297,20732,29418,20299,0.969,0.717035
341,425790257,5813078552,CA(R),CA(R),11520,13788,9611,11512,13810,9622,0.966,0.825722
342,425790257,5813078552,aL(R),aL(R),14343,31198,18055,14358,31197,18035,0.996,0.967747
343,425790257,5813078552,CA(R),CA(R),13779,11441,13191,13804,11421,13151,0.968,0.47211677
344,425790257,5813078552,PED(R),PED(R),13190,26866,17971,13173,26872,17971,0.994,0.915855
345,425790257,5813078552,aL(R),aL(R),14991,30941,17653,14973,30951,17660,0.989,0.988701
346,425790257,5813078552,aL(R),aL(R),14944,30758,17545,14951,30787,17544,0.993,0.727096
347,425790257,5813078552,CA(R),CA(R),15022,12248,10216,15037,12279,10224,0.98,0.662234
348,425790257,5813078552,CA(R),CA(R),14411,12977,10511,14401,12946,10519,0.955,0.509002
349,425790257,5813078552,CA(R),CA(R),12110,13101,10179,12078,13082,10197,0.866,0.708974
350,425790257,5813078552,CA(R),CA(R),14341,12841,10522,14359,12858,10498,0.964,0.647321
351,425790257,5813078552,PED(R),PED(R),13103,23547,17399,13094,23556,17385,0.833,0.80209
352,425790257,5813078552,CA(R),CA(R),14257,14340,10599,14264,14340,10619,0.989,0.953329
353,425790257,5813078552,bL(R),bL(R),24167,28095,20358,24178,28098,20343,0.983,0.643838
354,425790257,5813078552,bL(R),bL(R),22861,29868,20494,22861,29866,20477,0.975,0.997798
355,425790257,5813078552,PED(R),PED(R),13014,22974,17239,13019,22983,17221,0.993,0.849203
356,425790257,5813078552,aL(R),aL(R),15969,28000,11107,15958,27990,11125,0.998,0.934976
357,425768768,5813078552,aL(R),aL(R),16729,29892,7143,16728,29883,7127,0.983,0.721688
358,425436170,5813078552,bL(R),bL(R),15966,32797,20616,15975,32789,20608,0.983,0.808393
359,425436170,5813078552,bL(R),bL(R),16190,32743,20821,16175,32732,20817,0.987,0.978535
360,425431837,5813078552,PED(R),PED(R),13114,24698,17704,13111,24716,17695,0.997,0.898642
361,424767514,5813078552,SIP(R),SIP(R),15779,27800,10883,15766,27808,10896,0.65,0.975
362,424754530,5813078552,bL(R),bL(R),22120,28315,20495,22112,28335,20494,0.896,0.913078
363,424754530,5813078552,bL(R),bL(R),20959,29274,20253,20941,29286,20262,0.805,0.794012
364,422725634,5813078552,aL(R),aL(R),15124,30595,17348,15121,30608,17358,0.997,0.881848
365,422725634,5813078552,aL(R),aL(R),16422,29569,12611,16429,29539,12618,0.971,0.734927
366,422725634,5813078552,aL(R),aL(R),14925,31086,17637,14930,31082,17635,0.968,0.999979
367,394427392,5813078552,aL(R),aL(R),16743,27131,6505,16752,27107,6511,0.995,0.45020688
368,394427392,5813078552,b'L(R),bL(R),22036,30939,19962,22005,30934,19958,0.962,0.397842
369,394081878,5813078552,aL(R),aL(R),15738,28441,5837,15746,28445,5825,0.763,0.719618
370,394081878,5813078552,aL(R),aL(R),15801,28208,5825,15794,28206,5823,0.859,0.307858
371,394064790,5813078552,aL(R),SIP(R),16249,28062,11415,16247,28036,11426,0.9,0.885469
372,394060556,5813078552,aL(R),aL(R),14385,31183,17984,14379,31197,17990,0.942,0.936791
373,393766777,5813078552,PED(R),PED(R),13321,27473,18072,13328,27471,18057,0.853,0.937914
374,393766777,5813078552,PED(R),PED(R),13329,27812,17847,13318,27811,17850,0.977,0.983385
375,393766777,5813078552,PED(R),PED(R),13120,26634,17976,13105,26632,17981,0.988,0.962574
