bodyId,instance,type
2103645198,AVL17i_pct(AVL17)_R,AVL17i_pct
884916323,(ADM02)_L,
542056766,PDL16x_pct(PDL16)_R,PDL16x_pct
267559575,PDM08op_pct(PDM08)_R,PDM08op_pct
2100916607,PVL07g_g_pct(PVL07)_R,PVL07g_g_pct
947530600,AVL18h_pct(AVL18)_R,AVL18h_pct
1505114656,PVL03of_pct(pIP7)(PVL03)_R,PVL03of_pct
388898135,PDL11oi_pct(PDL11)_R,PDL11oi_pct
1564758330,MC61,MC61
760566744,PDL08oc_pct(PDL08)_R,PDL08oc_pct
1199837219,MC61,MC61
1255285060,FB02p_L,FB2I_a
5813010133,PDL11og_pct(PDL11)_R,PDL11og_pct
5812991410,ADM06b_a_pct(ADM06)_R,ADM06b_a_pct
507592981,KCab-c,KCab-sc
519275692,ADM04v_c_pct(ADM04)_R,ADM04v_c_pct
1080566792,KCa'b',KCa'b'
611352588,ADL15g_e_pct(ADL15)_R,ADL15g_e_pct
1914823337,mPN1_VC3l(AVM01)_R,VC3l adPN
611629428,PDM09oq_pct(PDM09)_R,PDM09oq_pct
1259236113,AVM14v_pct(AVM14)_R,AVM14v_pct
1498383456,PVM02k_pct(PVM02)_R,PVM02k_pct
1010718372,PDM12g_a_pct(PDM12)_R,PDM12g_a_pct
696881909,aMe26,aMe26
1343139850,PVL15j_pct(PVL15)_R,PVL15j_pct
1168120397,MC64,MC64
1654840874,MC62(LWF5)_R,MC62
5813057861,PDM12oc_pct(PDM12)_R,PDM12oc_pct
736757366,AVL08k_pct(aIP1b)(AVL08)_R,AVL08k_pct
574420970,ADL09y_pct(ADL09)_R,ADL09y_pct
5812997223,LLPC2b,LLPC2b
5813086006,,
5813027997,Delta6G_08,Delta6G
1073354203,ADL14r_pct(ADL14)_R,ADL14r_pct
1077847238,PAM11(a1)(ADM02)_R,PAM11
1225791777,LC24,LC24
1479147574,AVL13t_pct(AVL13)_R,AVL13t_pct
1378860414,AVL12p_pct(AVL12)_R,AVL12p_pct
826416797,AVL08v_pct(AVL08)_R,AVL08v_pct
203598499,FB08a_L,FB7L
5813068729,MBON14(a3)_R,MBON14
5813096528,KCg-d,KCg
1141601145,LC10,LC10
1127808629,PFNp(PB01)_b_L8,PFNp_b
5813000199,AVL10m_c_pct(AVL10)_R,AVL10m_c_pct
5812982579,KCa'b',KCa'b'
1229197848,PVL05la_pct(PVL05)_R,PVL05la_pct
1786255235,AVM14i_pct(AVM14)_R,AVM14i_pct
2057996241,(PVM09)_L,
607925257,ADM01os_pct(ADM01)_R,ADM01os_pct
5813067836,KCab-c,KCab-sc
1249936614,LC18,LC18
2065158506,AVL15m_pct(AVL15)_R,AVL15m_pct
786221078,KCab-s,KCab-sc
1068436695,(PVM03)_L,
1385015126,AVL18x_pct(AVL18)_R,AVL18x_pct
1559979355,LC26,LC26
2315181597,AVM12e_b_pct(aPN1d)(AVM12)_R,AVM12e_b_pct
264438143,PDM18a_b_pct(PDM18)_R,PDM18a_b_pct
5813015963,FQ10_b_C6_R,FQ10_b
326811922,ADL18d_b_pct(ADL18)_R,ADL18d_b_pct
675485886,ADM01b_a_pct(ADM01)_R,ADM01b_a_pct
759633968,ADL09n_a_pct(ADL09)_R,ADL09n_a_pct
1200700424,KCa'b',KCa'b'
770585045,PVL04ov_pct(PVL04)_R,PVL04ov_pct
265120677,FB08b(PDL05)_R,FB8A
1535139804,PVL05od_pct(PVL05)_R,PVL05od_pct
911496103,Delta0A_b(AB),Delta0A_b
1656494014,,
947103902,ADL05w_b_pct(ADL05)_R,ADL05w_b_pct
5813016314,Delta0A_a(AB),Delta0A_a
389541075,AVL06u_pct(AVL06)_R,AVL06u_pct
5813033535,FQ7_b_C9_R,FQ7_b
5813015345,PVL02k_pct(PVL02)_R,PVL02k_pct
5813024813,LLPC2c,LLPC2c
5813010265,(MBDLaxon1),
5813014515,Delta0D,Delta0D
5812980456,PDL24d_pct(PDL24)_R,PDL24d_pct
328709642,(PDM15)_L,
5901227188,AVL01ls_pct(AVL01)_R,AVL01ls_pct
1189697512,PDM19m_pct(PDM19)_R,PDM19m_pct
1888199872,LN(AVM05)_R,olfactory LN
726207450,mPN1_lvVM4(AVM06)_R,VM4 lvPN
976912883,AVL06u_pct(AVL06)_R,AVL06u_pct
816219622,KCab-c,KCab-sc
987424042,LC10,LC10
974485542,PDL08a_pct(PDL08)_R,PDL08a_pct
1669255212,(PVM03)_L,
1538562093,,
576260070,PDM05j_e_pct(PDM05)_R,PDM05j_e_pct
1102191106,Delta0G_b,Delta0G_b
5813009881,PDM15p_pct(pMP3c)(PDM15)_R,PDM15p_pct
884157443,PVM03p_pct(PVM03)_R,PVM03p_pct
298405402,FB06y_L,FB6T
570647526,KCg,KCg
1914823414,mPN1_VM5d(AVM01)_R,VM5d adPN
1936788746,(PVF4)_R,
360587642,PDL22h_pct(PDL22)_R,PDL22h_pct
295820085,FB08m(AVM10)_R,FB8F
921590115,ADL21d_c_pct(ADL21)_R,ADL21d_c_pct
295124412,ADL07ok_pct(ADL07)_R,ADL07ok_pct
481070027,PDM22p_pct(PDM22)_R,PDM22p_pct
5901226003,AVL09oj_pct(AVL09)_R,AVL09oj_pct
5813020674,FQ12_b_C8_L,FQ12_b
638136814,ADL15n_pct(ADL15)_R,ADL15n_pct
417554241,PDL16p_pct(PDL16)_R,PDL16p_pct
1450318227,LN2(LAL-NO2b)(AVM17)_R,LN2
1745510601,,
1011447819,ExR1(ring)_L**(1),ExR1
485970020,(PDM09)_L,
5812982421,KCg,KCg
543615199,(PDM05)_L,
602999843,PDL19e_pct(PDL19)_R,PDL19e_pct
1882325087,AVL19r_b_pct(AVL19)_R,AVL19r_b_pct
1977916288,mPN1_VM3(AVM01)_R,VM3 adPN
954675120,LC10,LC10
1658885859,PDL12r_pct(PDL12)_R,PDL12r_pct
479260921,PDL07ob_pct(PDL07)_R,PDL07ob_pct
824349873,ADL15p_b_pct(ADL15)_R,ADL15p_b_pct
911578041,Delta6K_12,Delta6K
455439723,AVL13q_pct(AVL13)_R,AVL13q_pct
1601227987,PVL07r_pct(PVL07)_R,PVL07r_pct
1844750081,LPLC2(PVL01)_R,LPLC2
1536068485,LC10,LC10
518921865,PDL18t_pct(PDL18)_R,PDL18t_pct
1172441674,PAM12(y3)(ADM08)_L,PAM12
1529064303,PVM06m_pct(PVM06)_R,PVM06m_pct
2216154941,(LWF6)_R,
549269622,PVL04y_pct(PVL04)_R,PVL04y_pct
5813054104,PVL11oa_pct(PVL11)_R,PVL11oa_pct
1077851524,KCab-c,KCab-sc
727472481,mPN1_VM2(AVM01)_R,VM2 adPN
5813078095,aMe17E,aMe17E
1046177683,AVL01ou_pct(AVL01)_R,AVL01ou_pct
1714808591,,
1075827302,FB02e(AVM08)_R,FB2D
1590650826,(PVF4)_R,
1473241269,PFNp(PB01)_a_R5,PFNp_a
1109154711,MC64,MC64
919763043,ExR3(ring)_L,ExR3
5813107445,LC12,LC12
1322811232,R3p_a(ring)(AVM07)_L,R3p_a
1064891781,KCab-p,KCab-p
1562689878,LC20(LWF1)_R,LC20
919746246,(ADM01)_L,
892259523,LC10,LC10
1252725093,(LWF5)_R,
725217343,KCg,KCg
419230063,PDL10b_pct(PDL10)_R,PDL10b_pct
5813070581,KCg,KCg
1785502810,AVM08c_pct(AVM08)_R,AVM08c_pct
328197044,ADL02j_d_pct(pSP3a)(ADL02)_R,ADL02j_d_pct
910783883,Delta7(PB15)_b_L,Delta7_b
5813034259,(pLOP1)_R,
1168392003,R3w_b(ring)(AVM07)_L,R3w_b
5813046025,LLPC2b,LLPC2b
861229045,LC10,LC10
1051280385,FB04e(AVM08)_R,FB4E
853778346,AVL06e_pct(AVL06)_R,AVL06e_pct
1808965929,LPC1,LPC1
5813015004,AVL07h_pct(AVL07)_R,AVL07h_pct
1721775553,PVM01of_pct(pIP13b)(PVM01)_R,PVM01of_pct
359974171,PDM20g_c_pct(PDM20)_R,PDM20g_c_pct
5812982620,KCg,KCg
1839020900,LPC2,LPC2
893158121,PAM03(B2B'2a)(ADM08)_L,PAM03
579169195,AVM03h_pct(AVM03)_R,AVM03h_pct
5813016900,FQ9_a_C5_L,FQ9_a
1873116398,LLPC3,LLPC3
941840616,Delta6B_05,Delta6B
5812988091,PFR_a(PB11a)_R2,PFR_a
1222104921,AVL01i_pct(AVL01)_R,AVL01i_pct
1040060915,Delta6K_12,Delta6K
1409604476,LC20,LC20
5812979119,KCg-d,KCg
1292514773,FQ6_b_C8_R,FQ6_b
762222901,FB06d_L,FB6C_b
914829796,(PVM10)_L,
1070094447,Delta0J,Delta0J
483708083,,
1902079225,LPC2,LPC2
946153322,PDL09c_pct(PDL09)_R,PDL09c_pct
5813114700,KCab-p,KCab-p
1261565786,AVL04f_pct(AVL04)_R,AVL04f_pct
1872408426,LPC2,LPC2
1871100394,AVL04z_pct(AVL04)_R,AVL04z_pct
5813057867,KCa'b',KCa'b'
602148552,Delta6A_02,Delta6A
1163228703,FB04f_L,FB4F_a
955365826,LC10,LC10
1201231796,MC61,MC61
877987539,KCab-c,KCab-sc
576574889,ADM01od_pct(ADM01)_R,ADM01od_pct
706840303,MBON10(B'1)(AVM07)_R,MBON10
5901219012,AVL17b_pct(AVL17)_R,AVL17b_pct
1979854855,AVL14y_pct(AVL14)_R,AVL14y_pct
1466844031,LC17,LC17
915511932,AVL06w_a_pct(AVL06)_R,AVL06w_a_pct
673639143,AVL07f_pct(AVL07)_R,AVL07f_pct
939734266,KCab-s,KCab-sc
1567382512,PFNp(PB01)_a_L8,PFNp_a
948346519,FB08a_L,FB7L
1104159537,Delta12b_L,Delta0C
825061437,AVM15d_b_pct(mALa)(AVM15)_L,AVM15d_b_pct
579194975,PDM22j_pct(PDM22)_R,PDM22j_pct
1250959964,(PVF4)_R,
5813039922,ADL18p_pct(ADL18)_R,ADL18p_pct
1003672766,PFL1(PB12a)_L7,PFL1
831225810,ADM05c_pct(aSP16a)(ADM05)_R_ipsi,ADM05c_pct
1719591388,LC10,LC10
1353043462,OA-VUMa1_R,OA-VUMa1
5812982471,KCab-s,KCab-sc
1138795022,MC61,MC61
887930118,PDM16m_pct(PDM16)_R,PDM16m_pct
2217535958,(LWF2)_R,
1077420174,MC61,MC61
5813041705,FB06n(PDM21)_R,FB6J
1136273393,PFGs(PB10)_L7,PFGs
887588829,PVL04oj_pct(PVL04)_R,PVL04oj_pct
482356653,PDL07y_pct(PDL07)_R,PDL07y_pct
1598382541,PFNp(PB01)_b_L7,PFNp_b
5812980618,KCab-s,KCab-sc
5813078194,AVL18c_pct(AVL18)_R,AVL18c_pct
704750665,KCab-s,KCab-sc
643052767,PDL15d_pct(pSP5a)(PDL15)_R,PDL15d_pct
1406642759,FQ6_d_C2_R,FQ6_d
1043669697,ADL21b_b_pct(ADL21)_R,ADL21b_b_pct
1039685005,PDM23f_pct(PDM23)_R,PDM23f_pct
942254492,PFNp(PB01)_a_L4,PFNp_a
613126471,(ADM10)_L,
489686575,(ADM01)_L,
5812982566,(lVLPT8)_R,
642509080,ADL06g_pct(aSP14d)(ADL06)_R,ADL06g_pct
1076185604,FQ7_d_C9_L,FQ7_d
915614729,FB06m_L,FB6J
5813087817,PAM12(y3)(ADM02)_R,PAM12
1999587615,(LWF1)_R,
1107228827,FQ6_c_C3_L,FQ6_c
1314069729,PVL02x_pct(PVL02)_R,PVL02x_pct
416508862,KCg,KCg
1171910380,TuBu2_IBU(ADL06)_R,TuBu2
295133778,PDM18g_pct(PDM18)_R,PDM18g_pct
328193076,ADL23n_pct(ADL23)_R,ADL23n_pct
579592279,KCa'b',KCa'b'
1817107934,LC17,LC17
881986401,ADL05r_c_pct(ADL05)_R,ADL05r_c_pct
1443682977,LC16,LC16
1386780502,AVL02s_pct(AVL13)_R,AVL02s_pct
892277589,LC10,LC10
5813023897,(PVM02)_L,
1504207129,PVM14a_pct(PVM14)_R,PVM14a_pct
1848492714,LC17,LC17
2059926799,(LWF6)_R,
1192744779,PDL09y_b_pct(PDL09)_R,PDL09y_b_pct
1817457847,LC17,LC17
386833850,PDM24r_pct(PDM24)_R,PDM24r_pct
609233083,ADL19olb_pct(ADL19)_R,ADL19olb_pct
1259852024,MC61,MC61
5813034571,mPN1_VM5v(AVM01)_R,VM5v adPN
1916766226,PVL07g_a_pct(PVL07)_R,PVL07g_a_pct
732159588,(ADM01)_L,
1141346308,KCg,KCg
1640568102,mPN1_DL3(AVM02)_R,DL3 lPN
1654543355,AVL01x_pct(AVL01)_R,AVL01x_pct
980262532,(PVM10)_L,
325490014,ADL04r_pct(ADL04)_R,ADL04r_pct
1722337568,LC18(PLBDL4)_R,LC18
1965155742,(LWF5)_R,
5813098374,PDL07q_pct(PDL07)_R,PDL07q_pct
1137771829,MC61,MC61
5901203780,ADL05w_b_pct(ADL05)_R,ADL05w_b_pct
5813027747,KCab-c,KCab-sc
942254554,PFNa(PB03)_L4,PFNa
1664097010,AVM12d_pct(AVM12)_R,AVM12d_pct
1789276508,PVM01oh_pct(PVM01)_R,PVM01oh_pct
451040974,,
2215187378,AVL01a_a_pct(AVL01)_R,AVL01a_a_pct
1109158650,TuBu2_IBU(ADL06)_R,TuBu2
1351065769,FQ7_a_C1_L,FQ7_a
983042740,AVL09d_b_pct(AVL09)_R,AVL09d_b_pct
1230324385,R3w_b(ring)(AVM07)_R,R3w_b
5813054867,LPC1,LPC1
454896445,(ADM04)_L,
1841728218,LLPC3,LLPC3
1200182506,MC61,MC61
5812986870,TuBu6_IBU(ADL06)_R,TuBu6
5813034441,(PLBDL4)_R,
1067538821,PVL03h_a_pct(PVL03)_R,PVL03h_a_pct
1066420480,PFR_b(PB11b)_L7,PFR_b
916305060,Delta6G_01,Delta6G
5813078518,(PVM10)_L,
330604760,ADL12s_pct(ADL12)_R,ADL12s_pct
5813022950,Delta0E,Delta0E
575319031,FB07e_L,FB7E
1667251683,LN(AVM02)_R,olfactory LN
792364888,AVM04c_pct(AVM04)_R,AVM04c_pct
914850280,PDM10e_pct(PDM10)_R,PDM10e_pct
909777910,PFNa(PB03)_R7,PFNa
703779386,PDM06g_a_pct(PDM06)_R,PDM06g_a_pct
1285068138,LC13(LWF1)_R,LC13
5813057216,ADL23e_pct(ADL23)_R,ADL23e_pct
764001607,PDL09b_pct(PDL09)_R,PDL09b_pct
737218738,ADM01j_c_pct(aSP1a)(ADM01)_R,ADM01j_c_pct
612440702,PAM01(y5)_L,PAM01
764800337,FQ10_b_C3_L,FQ10_b
924689450,LC10,LC10
486315287,FB05h_L,FB5H
822911647,(PDM08)_L,
739572008,ADM07t_pct(ADM07)_L,ADM07t_pct
1659835335,(PVM01)_L,
849745643,Delta6H_a_03,Delta6H_a
977218524,PDL12v_a_pct(PDL12)_R,PDL12v_a_pct
2069648213,,
480997558,PDL20z_pct(PDL20)_R,PDL20z_pct
1251952397,PFNp(PB01)_a_L9,PFNp_a
5812980209,KCab-s,KCab-sc
5813022037,KCa'b',KCa'b'
5813016856,ON_small,ON
955383233,LC10,LC10
1560652549,,
1806535767,LPC1,LPC1
1288267063,LC9(PLBDL3)_R,LC9
1498064190,,
5813063224,KCa'b',KCa'b'
613083359,ADM07v_a_pct(ADM07)_L,ADM07v_a_pct
2211328315,(pLOP2)_R,
547978595,,
1975399991,AVL14k_pct(AVL14)_R,AVL14k_pct
826784485,PVL14b_pct(PVL14)_R,PVL14b_pct
1807886991,(pLOP1)_R,
1561301125,LC17,LC17
5813044139,PVM02oi_pct(PVM02)_R,PVM02oi_pct
513447083,PDM31c_pct(PDM31)_R,PDM31c_pct
449564064,PDL10g_c_pct(PDL10)_R,PDL10g_c_pct
1828206773,mPN1_DC2(AVM01)_R,DC2 adPN
729608317,(AVM06)_R,
1078102468,MC61,MC61
604731022,PDL08os_pct(PDL08)_R,PDL08os_pct
796730640,AVL06c_pct(AVL06)_R,AVL06c_pct
1281303666,LC4,LC4
892609630,LT52(ADL19)_R,LT52
362019898,PDM08d_pct(PDM08)_R,PDM08d_pct
797187575,AVM07a_a_pct(AVM07)_R,AVM07a_a_pct
2024465881,(pLOP1)_R,
604705430,ADL17d_d_pct(ADL17)_R,ADL17d_d_pct
1348829819,LC24,LC24
1141329227,PAM13(B'1ap)(ADM02)_R,PAM13
1066088381,EQ5_L,EQ5
1415825344,mlPN3(AVM04)_R,olfactory multi vPN mlALT
425445301,KCab-c,KCab-sc
664787948,PDL06b_pct(PDL06)_R,PDL06b_pct
1975187554,mPNX(AVM06)_R,VP multi lvPN mALT
693448777,KCab-c,KCab-sc
1875124235,LC17,LC17
1319583148,LC16,LC16
509643775,PDL07x_pct(PDL07)_R,PDL07x_pct
2099889449,AVL14f_pct(AVL14)_R,AVL14f_pct
1573741727,AVL01lk_pct(AVL01)_R,AVL01lk_pct
5813020288,PAM08_b(y4)(ADM08)_L,PAM08_b
1163185997,Delta6A_13,Delta6A
1806664939,PVM04u_b_pct(PVM04)_R,PVM04u_b_pct
1935813134,(LWF1)_R,
451644891,ADL13n_c_pct(ADL13)_R,ADL13n_c_pct
662107551,KCg,KCg
5901213819,(PDM13)_L,
1536986534,SA3(AVM08)_L_bi,SA3
5813018236,LPC1,LPC1
1597204590,AVL05ox_pct(AVL05)_R,AVL05ox_pct
984018803,MC64,MC64
5813075875,PDM22i_pct(PDM22)_R,PDM22i_pct
734754585,PVL04m_a_pct(PVL04)_R,PVL04m_a_pct
5813010560,PDL06e_pct(PDL06)_R,PDL06e_pct
603482385,PDM24q_pct(PDM24)_R,PDM24q_pct
514842241,PDL18v_pct(PDL18)_R,PDL18v_pct
1200182475,MC61,MC61
1347332772,AVM11d_c_pct(AVM11)_R,AVM11d_c_pct
1039404729,Delta6H_a_07,Delta6H_a
639905310,PVL14b_pct(PVL14)_R,PVL14b_pct
1784052503,LC12,LC12
1952985248,LN(AL)?,
1249763369,PFNp(PB01)_a_R9,PFNp_a
364217037,,
5813047130,PDL23b_pct(PDL23)_R,PDL23b_pct
5813047467,PVL06a_a_pct(PVL06)_R,PVL06a_a_pct
552101431,(ADM01)_L,
1077792194,LC10,LC10
5812995785,(LWF5)_R,
541127846,ExR5(ring)(PDM21)_L,ExR5
632544268,EPG(PB08)_R2,EPG
5813062862,KCg,KCg
5813033314,,
482757982,ADL16j_pct(ADL16)_R,ADL16j_pct
5813039136,LPLC2,LPLC2
5813055184,mPN1_D(AVM01)_R,D adPN
5813075909,PDM18a_a_pct(PDM18)_R,PDM18a_a_pct
5813016287,FQ7_c_C8_R,FQ7_c
755851102,KCg,KCg
5813039860,ADL16p_pct(ADL16)_R,ADL16p_pct
1687230765,PDL12e_a_pct(PDL12)_R,PDL12e_a_pct
5812984045,KCa'b',KCa'b'
1137780695,MC61,MC61
5813013487,(PDM12)_L,
1378107488,(PVM02)_L,
643535876,PAM10(B1)(ADM02)_L,PAM10
786013791,FQ4_b_C8_R_small,FQ4_b
1159611828,(LWF5)_R,
1324365879,PVL03la_pct(PVL03)_R,PVL03la_pct
1539632818,PVL06h_pct(PVL06)_R,PVL06h_pct
1901008788,(PVF4)_R,
5812993678,LC12(lVLPT7)_R,LC12
574372960,PDL10e_pct(PDL10)_R,PDL10e_pct
1808327623,LLPC3,LLPC3
542293528,ADL05r_d_pct(ADL05)_R,ADL05r_d_pct
325127286,PDL11s_pct(PDL11)_R,PDL11s_pct
1281622703,FQ11_b_C8_L,FQ11_b
787563949,(pSP8),
1070465460,Delta0K,Delta0K
1589969344,LC18,LC18
5813011166,(MBDLaxon1),
5813076969,LN(AVM02)_R,olfactory LN
1405226806,PVL15f_pct(PVL15)_R,PVL15f_pct
5813089132,PDM05p_pct(pSG1)(PDM05)_R,PDM05p_pct
5813009595,PDL19d_pct(PDL19)_R,PDL19d_pct
1448794542,,
391716661,ADL15i_b_pct(ADL15)_R,ADL15i_b_pct
1135160387,PVL18a_pct(pC2la)(PVL18)_R,PVL18a_pct
885262169,FB08d_L,FB8B
1595922583,ADM01g_a_pct(ADM01)_R,ADM01g_a_pct
1112443807,(PDM13)_L,
5813056622,AVL11y_a_pct(AVL11)_R,AVL11y_a_pct
297947227,PDM05t_pct(pMP5)(PDM05)_R,PDM05t_pct
5813011738,PDL23g_pct(PDL23)_R,PDL23g_pct
1385433981,PVM01i_pct(PVM01)_R,PVM01i_pct
486812022,ADL14u_pct(ADL14)_R,ADL14u_pct
1157202283,PVL03oe_pct(PVL03)_R,PVL03oe_pct
1331311183,(PVM09)_L,
1353341956,AVM06b_pct(AVM06)_R,AVM06b_pct
5813021016,KCab-c,KCab-sc
5812982168,KCg,KCg
5812982994,PVL04a_a_pct(PVL04)_R,PVL04a_a_pct
1221146008,(PDM16)_L,
5901225222,AVL14e_c_pct(AVL14)_R,AVL14e_c_pct
1080579985,KCa'b',KCa'b'
5812983006,KCab-c,KCab-sc
859174595,AVL27e_pct(AVL27)_R,AVL27e_pct
694605944,PDM17oh_pct(PDM17)_R,PDM17oh_pct
638040562,(PVM12)_L,
448899493,ADL10c_b_pct(ADL10)_R,ADL10c_b_pct
298625276,PDM15g_b_pct(pMP3a)(PDM15)_R,PDM15g_b_pct
570643109,KCg,KCg
1778660802,LLPC2b,LLPC2b
488322846,ADM07q_pct(ADM07)_L,ADM07q_pct
5812997061,LLPC2c,LLPC2c
2091721670,ADM06p_pct(aSP18b)(ADM06)_R,ADM06p_pct
5813042616,KCab-s,KCab-sc
916158794,,
1248424771,Delta12h_R,Delta0N
913835893,PDM09a_pct(PDM09)_R,PDM09a_pct
911919044,Delta7(PB15)_a_L,Delta7_a
5813048692,AVL02m_c_pct(AVL02)_R,AVL02m_c_pct
1036559490,KCg,KCg
519249805,ADL09g_pct(ADL09)_R,ADL09g_pct
5812994026,PDM14m_pct(PDM14)_R,PDM14m_pct
1290563000,ADL01b_pct(ADL01)_R,ADL01b_pct
1747963184,LLPC2a,LLPC2a
582027317,ADL18b_pct(aSP5)(ADL18)_R,ADL18b_pct
700356592,ADL08n_a_pct(ADL08)_R,ADL08n_a_pct
1718809500,(ADM01)_L,
1406510101,(PLBDL10)_R,
1136744594,LC10,LC10
1162081064,AVL03q_pct(AVL03)_R,AVL03q_pct
5813050779,PVM02od_pct(PVM02)_R,PVM02od_pct
1067884486,AVL04a_b_pct(AVL04)_R,AVL04a_b_pct
5813033404,PVL10v_b_pct(PVL10)_R,PVL10v_b_pct
392445880,IPC_b(ADM09),IPC_b
1749258463,(PVF4)_R,
5813031359,LC10,LC10
5813037879,PFNp(PB01)_a_L7,PFNp_a
5812981858,KCa'b',KCa'b'
1723015266,LC18,LC18
514816333,PVL04n_pct(PVL04)_R,PVL04n_pct
1543030620,PVM06b_d_pct(PVM06)_R,PVM06b_d_pct
5812983717,PDM16h_pct(PDM16)_R,PDM16h_pct
5813016658,MC61,MC61
481295335,PDL24c_pct(PDL24)_R,PDL24c_pct
481390070,PDM07e_pct(PDM07)_R,PDM07e_pct
1256490709,LC24,LC24
1386512867,MBON05(y4>y1y2)(AVM07)_R,MBON05
1163868121,Delta0I,Delta0I
358290727,PDL18w_a_pct(PDL18)_R,PDL18w_a_pct
1284144408,,PVM13e_pct
1039867920,ADL01op_pct(ADL01)_R,ADL01op_pct
759922984,PDL16g_pct(PDL16)_R,PDL16g_pct
1218728541,PFNa(PB03)_R9,PFNa
673733299,PDL05a_a_pct(PDL05)_R,PDL05a_a_pct
1202470836,PAM07(y4<y1y2)_L,PAM07
360238069,ADL17b_pct(ADL17)_R,ADL17b_pct
328244591,PVL04y_pct(PVL04)_R,PVL04y_pct
1574700181,AVL03a_pct(AVL03)_R,AVL03a_pct
795943772,,
638476210,ADL04x_pct(ADL04)_R,ADL04x_pct
880526292,PFNp(PB01)_c_L4,PFNp_c
1412320780,LC26,LC26
390331214,PDL24g_pct(PDL24)_R,PDL24g_pct
1201559665,MC61,MC61
1218732781,PFNd(PB04)_R9,PFNd
449296930,PDM10of_pct(PDM10)_R,PDM10of_pct
5813057556,AVL16t_pct(AVL16)_R,AVL16t_pct
357923095,PDM24_pct(PDM24)_R,PDM24_pct
1873444990,PDM19g_pct(PDM19)_R,PDM19g_pct
1562745969,LC11,LC11
761083880,PDL21r_pct(PDL21)_R,PDL21r_pct
672723441,PDM08f_pct(PDM08)_R,PDM08f_pct
976562755,PVL13c_a_pct(PVL13)_R,PVL13c_a_pct
331011085,PDM22e_pct(PDM22)_R,PDM22e_pct
1532401674,LC21,LC21
1630734360,mPN4(AVM02)_R,multi lPN mALT
542039038,PVL17n_pct(PVL17)_R,PVL17n_pct
576821609,ADL18p_pct(ADL18)_R,ADL18p_pct
5812993831,LLPC3,LLPC3
5813097604,Delta0L,Delta0L
674001478,ADL04p_a_pct(ADL04)_R,ADL04p_a_pct
518930220,ADM04n_d_pct(ADM04)_R,ADM04n_d_pct
1200523569,LC10,LC10
1346628780,PVM03t_b_pct(PVM03)_R,PVM03t_b_pct
662418320,KCg,KCg
799583417,AVM13q_pct(AVM13)_R,AVM13q_pct
692818802,KCg,KCg
1142356576,PAM08_a(y4)(ADM08)_R,PAM08_a
1907933561,LC4,LC4
1817452948,LC17,LC17
879844144,PFNp(PB01)_b_L5,PFNp_b
5813132512,AVL14g_pct(AVL14)_R,AVL14g_pct
5901196806,LN(AVM05)_R,olfactory LN
723495119,KCg,KCg
877659673,KCab-a,KCab-sc
1287411513,PFNp(PB01)_a_R6,PFNp_a
944807084,LC28a(lVLPT4)_R,LC28a
1222272714,PVM10h_pct(PVM10)_R,PVM10h_pct
5813021093,PVL15m_pct(PVL15)_R,PVL15m_pct
1313491897,(PLBDL9)_R,
515524209,(MBDLaxon1),
1664127054,AVL01ox_pct(AVL01)_R,AVL01ox_pct
1170309400,AVL09c_pct(AVL09)_R,AVL09c_pct
1107768789,MC61,MC61
5812981667,KCab-s,KCab-sc
1755859000,PVM05j_pct(PVM05)_R,PVM05j_pct
1261907182,AVL04g_pct(AVL04)_R,AVL04g_pct
5812997231,LLPC2c,LLPC2c
2010992546,mPN1_VM5v(AVM01)_R,VM5v adPN
1328522741,PAM10(B1)(ADM02)_L,PAM10
5812982350,KCa'b',KCa'b'
1378393109,ADM01b_b_pct(ADM01)_R,ADM01b_b_pct
974788612,PDL09oi_pct(PDL09)_R,PDL09oi_pct
453457927,PDL07od_pct(PDL07)_R,PDL07od_pct
1033192275,FQ7_b_C3_R,FQ7_b
672407642,ADL19b_pct(ADL19)_R,ADL19b_pct
1349913709,AVM08h_b_pct(AVM08)_R,AVM08h_b_pct
5813050729,mPN1_VA7m(AVM02)_R,VA7m lPN
454706490,ADL03oc_pct(ADL03)_R,ADL03oc_pct
602675369,PDL07x_pct(PDL07)_R,PDL07x_pct
1730957703,AVM18c_pct(AVM18)_L,AVM18c_pct
5901218930,ADM10n_a_pct(ADM10)_R,ADM10n_a_pct
5812988707,PFNp(PB01)_b_R9,PFNp_b
1776865370,LC17,LC17
1231619255,LC6,LC6
301037686,IPC_c(ADM09),IPC_c
448342846,PDM08oh_pct(PDM08)_R,PDM08oh_pct
722450065,KCg,KCg
2060708337,AVL01a_b_pct(AVL01)_R,AVL01a_b_pct
1533088563,LC13(LWF2)_R,LC13
1473379892,PVL05h_pct(PVL05)_R,PVL05h_pct
2031266973,LC25,LC25
5813058416,ADL14i_b_pct(ADL14)_R,ADL14i_b_pct
1281324958,PVL05q_pct(PVL05)_R,PVL05q_pct
422971316,AVL07h_pct(AVL07)_R,AVL07h_pct
479987085,PDL07x_pct(PDL07)_R,PDL07x_pct
5813071319,DN1pB(PDM24)_R,DN1pB
2031697802,PVL05of_pct(PVL05)_R,PVL05of_pct
1263663980,LC9(PLBDL3)_R,LC9
1500029052,LC13(LWF1)_R,LC13
919426491,(PDM21)_L,
360928792,ADL10g_a_pct(ADL10)_R,ADL10g_a_pct
1808279428,LPC1,LPC1
5813068690,KCa'b',KCa'b'
