bodyId,instance,type
455154890,ADM12c_pct(ADM12)_R,ADM12c_pct
1162534149,AVL01oe_pct(AVL01)_R,AVL01oe_pct
5812979604,R5(ring)(AVM07)_R,R5
296838229,PDL07s_pct(PDL07)_R,PDL07s_pct
851459972,5HT1,AVM03p
731688775,ADL06j_pct(aSP14c)(ADL06)_R,ADL06j_pct
1077851551,KCab-c,KCab-sc
1381872829,Delta0M,Delta0M
612422902,MBON25(y1y2)(ADM07)_R,MBON25
765703442,AVL06z_a_pct(AVL06)_R,AVL06z_a_pct
2099889350,AVL10y_pct(AVL10)_R,AVL10y_pct
2247336031,PDM14j_a_pct(PDM14)_R,PDM14j_a_pct
1720300315,AVL04or_pct(AVL04)_R,AVL04or_pct
5813023894,AVM09f_pct(AVM09)_L,AVM09f_pct
1261768880,R3d_a(ring)(AVM07)_R,R3d_a
1205090786,PAM12(y3)(ADM08)_R,PAM12
5813048876,aSP8-like(ADL01)_L?,
5812981460,aMe8(AVL22)_R,aMe8
1074859771,FB05t(PDM21)_R,FB5R
788519447,ADL12b_b_pct(ADL12)_R,ADL12b_b_pct
294774719,PDL10g_e_pct(PDL10)_R,PDL10g_e_pct
5901214960,AVL03oj_pct(AVL03)_R,AVL03oj_pct
801279493,PDL06ot_pct(PDL06)_R,PDL06ot_pct
6400000773,PDM09ok_pct(PDM09)_R,PDM09ok_pct
1620667669,LC12,LC12
1132824528,FQ10_b_C3_R,FQ10_b
5813034001,AVM06k_pct(AVM06)_R,AVM06k_pct
1139153191,MC61,MC61
5813009781,AVL18u_pct(AVL18)_R,AVL18u_pct
859977121,FB04oi(AVM10)_R,FB4Q_a
5812998640,LPC1,LPC1
363030024,KCab-c,KCab-sc
1933796079,LPC2,LPC2
296509709,PDM18b_b_pct(PDM18)_R,PDM18b_b_pct
1165542823,Delta6C_11,Delta6C
634741770,PDL22f_pct(PDL22)_R,PDL22f_pct
609281007,ADM01i_c_pct(ADM01)_R,ADM01i_c_pct
1100675450,KCg,KCg
667840305,AVM15c_pct(mALd)(AVM15)_L,AVM15c_pct
450285679,PDM10z_pct(PDM10)_R,PDM10z_pct
1261561493,LC6,LC6
5812987034,PDM27e_pct(PDM27)_R,PDM27e_pct
1843113661,LLPC1,LLPC1
912044495,PVL03oq_pct(PVL03)_R,PVL03oq_pct
5813076344,AVM08m_pct(AVM08)_R,AVM08m_pct
860261985,KCab-c,KCab-sc
1228545481,AVL03v_pct(AVL03)_R,AVL03v_pct
921969761,AVM15n_c_pct(mALb)(AVM15)_L,AVM15n_c_pct
1288202406,PDL09q_pct(PDL09)_R,PDL09q_pct
203594169,FQ12_a_C4_R,FQ12_a
5813026993,PFNp(PB01)_a_R2,PFNp_a
390486371,,
1004808851,,
541961677,ADL10i_pct(ADL10)_R,ADL10i_pct
889859354,PVL06q_pct(PVL06)_R,PVL06q_pct
892255122,LC10,LC10
5813021382,KCg,KCg
1174384118,KCg,KCg
642680823,KCab-s,KCab-sc
881216816,PFNp(PB01)_a_L5,PFNp_a
390706983,PDL07v_pct(PDL07)_R,PDL07v_pct
5813035367,(ADM01)_L,
5813011125,FB02w(AVM08)_R,FB2L
484554412,ADM07oi_pct(ADM07)_R,ADM07oi_pct
1077773987,MC64,MC64
1406073671,(PVM10)_L,
5812982329,KCa'b',KCa'b'
262517074,ON_008,ON
5813058272,ADM05m_pct(ADM05)_R,ADM05m_pct
642680881,KCab-s,KCab-sc
1171207096,TuBu6_SBU(ADL08)_R,TuBu6
298288301,PDM15k_pct(PDM15)_R,PDM15k_pct
925008566,LC10,LC10
1096959028,(lVLPT8)_R,
1350686222,PVL04v_pct(PVL04)_R,PVL04v_pct
1905852755,PDM14p_pct(PDM14)_R,PDM14p_pct
790948245,PVL03ov_pct(PVL03)_R,PVL03ov_pct
1622377349,PVL02olf_pct(PVL02)_R,PVL02olf_pct
892268119,LC10,LC10
517842578,ADL15k_pct(ADL15)_R,ADL15k_pct
915273417,FQ9_a_C4_L,FQ9_a
2214846055,AVL01ll_pct(AVL01)_R,AVL01ll_pct
1977881942,LN(AVM05)_R,olfactory LN
424379864,AVM03e_pct(AVM03)_R,AVM03e_pct
822859611,(PDM12)_L,
1508274233,ADM03la_pct(ADM03)_R,ADM03la_pct
1190646632,MC62(LWF5)_R,MC62
5901215834,(PLBDL4)_R,
359556017,ADL02ok_pct(ADL02)_R,ADL02ok_pct
977343309,FB05u_L,FB5S
1173076392,PAM08_c(y4)(ADM02)_R,PAM08_a
327861138,ADL02os_pct(ADL02)_R,ADL02os_pct
5813023700,AVM09g_a_pct(AVM09)_R,AVM09g_a_pct
1316431876,(LWF1)_R,
1501392572,AVM11m_pct(AVM11)_R,AVM11m_pct
1260884332,AVL04s_a_pct(AVL04)_R,AVL04s_a_pct
5813088784,PVM01r_pct(PVM01)_R,PVM01r_pct
5813021447,KCab-c,KCab-sc
605416852,PDL08ot_pct(PDL08)_R,PDL08ot_pct
788306624,mPN1_DM6(AVM01)_R,DM6 adPN
2251929379,(LWF2)_R,
1501872699,(ADM01)_L,
1541342619,(AVM09)_L,
330678844,(ADM04)_L,
1353704387,AVL05ou_pct(AVL05)_R,AVL05ou_pct
2034516836,AVM06g_pct(AVM06)_R,AVM06g_pct
1817444670,LC17(lVLPT7)_R,LC17
767903933,PDL21b_pct(PDL21)_R,PDL21b_pct
5812997118,LPC2,LPC2
327933814,PDL07v_pct(PDL07)_R,PDL07v_pct
1501660164,LC9(PLBDL3)_R,LC9
5812981690,KCab-s,KCab-sc
5901214683,AVL02oa_pct(AVL02)_R,AVL02oa_pct
1283876743,PVM03od_pct(PVM03)_R,PVM03od_pct
389204929,ADL05h_pct(ADL05)_R,ADL05h_pct
694472667,PDL14d_pct(PDL14)_R,PDL14d_pct
730104740,(PDM09)_L,
1747617229,LLPC2a,LLPC2a
912732057,PVL10q_a_pct(PVL10)_R,PVL10q_a_pct
512377806,PDM12ob_pct(PDM12)_R,PDM12ob_pct
1104155523,Delta12b_R,Delta0D
640915837,ADL04oi_pct(ADL04)_R,ADL04oi_pct
5813027028,,
1038338266,(PDM21)_L,
1006531350,(PLBDL10)_R,
1166406277,LC9(PLBDL3)_R,LC9
5812979314,KCg-d,KCg
1688892924,LC12,LC12
1292713151,ADM03oj_pct(aSP3)(ADM03)_R,ADM03oj_pct
451015547,AVM07t_pct(AVM07)_R,AVM07t_pct
540972281,PDL06oi_pct(PDL06)_R,PDL06oi_pct
1065284785,PDM19g_pct(PDM19)_R,PDM19g_pct
1016506999,,
1141324564,PAM08_c(y4)(ADM08)_R,PAM08_a
1872067203,LPC2,LPC2
5813009296,SA3(AVM08)_R_bi,SA3
1806535843,LPC1,LPC1
5812982205,KCg,KCg
1441485942,PFNp(PB01)_c_R4,PFNp_c
415511327,KCg,KCg
642616710,AVL03k_b_pct(AVL03)_R,AVL03k_b_pct
5812987961,PDM26e_pct(PDM26)_R,PDM26e_pct
912596952,EQ5_L,EQ5
455793827,KCab-s,KCab-sc
264014957,PDL06oq_pct(PDL06)_R,PDL06oq_pct
631888269,(PDM05)_L,
880875840,PFL2(PB12b)_L4/5,PFL2
5901213155,(ADM04)_L,
5813012889,ADL05m_pct(ADL05)_R,ADL05m_pct
1069973758,LC28a,LC28a
1714791446,LC17,LC17
5813021446,KCab-c,KCab-sc
1777952466,LLPC2a,LLPC2a
1689994034,LPLC1,LPLC1
665820084,PVM03q_pct(PVM03)_R,PVM03q_pct
1597265225,PVM01z_pct(PVM01)_R,PVM01z_pct
518947623,(aDT6b)(MBDLaxon2),
296143923,ADL09r_pct(ADL09)_R,ADL09r_pct
5812982087,KCa'b',KCa'b'
921757789,(MBDLaxon1),
693099064,KCab-s,KCab-sc
5813068812,PVL16e_pct(PVL16)_R,PVL16e_pct
5812983131,KCab-s,KCab-sc
924002690,LC10,LC10
1470573563,(PVM01)_L,
1041139886,FQ7_c_C7_R,FQ7_c
1435140135,PVL12d_pct(PVL12)_R,PVL12d_pct
794256078,(PDM09)_L,
941123943,PFL1(PB12a)_R6,PFL1
1289799863,FQ8_C8_L,FQ8
635416407,mPN1_DM5(AVM02)_R,DM5 lPN
5813058350,PVL04a_a_pct(PVL04)_R,PVL04a_a_pct
1690228471,(LWF6)_R,
1468877324,LC21,LC21
910093235,FQ8_C4_R,FQ8
1323402830,,
1780767303,ADM03y_c_pct(ADM03)_R,ADM03y_c_pct
386825553,PDL13u_pct(PDL13)_R,PDL13u_pct
725955898,FQ12_b_C6_R,FQ12_b
1775513203,LPC1,LPC1
914778159,AVM03b_pct(AVM03)_R,AVM03b_pct
1441949046,PVL12d_pct(pIP8c)(PVL12)_R,PVL12d_pct
1171621616,KCg-d,KCg
5813010770,ADL18e_pct(ADL18)_R,ADL18e_pct
5813032896,KCa'b',KCa'b'
862977470,ADM05e_b_pct(ADM05)_R,ADM05e_b_pct
5813010148,FB01g(AVM08)_R,FB1F
1534785094,LC21(PLBDL4)_R,LC21
1077424293,MC61,MC61
1781372103,PVM04k_pct(PVM04)_R,PVM04k_pct
1202737975,KCg,KCg
1194937327,Delta0M,Delta0M
1652526705,AVL01a_a_pct(AVL01)_R,AVL01a_a_pct
1077084188,MC61,MC61
5813068687,KCa'b',KCa'b'
5813057869,KCg,KCg
295136778,FB08b(PDL05)_R,FB8A
1255405703,PVL12c_pct(PVL12)_R,PVL12c_pct
731917767,PDL22f_pct(PDL22)_R,PDL22f_pct
1902545801,PVM04m_pct(PVM04)_R,PVM04m_pct
1963869286,DNg?,
5813049907,PDM07m_pct(PDM07)_R,PDM07m_pct
790917992,PDL08oc_pct(PDL08)_R,PDL08oc_pct
1200178237,MC64,MC64
420274150,AVM03m_pct(AVM03)_R,AVM03m_pct
1440645010,AVL01ll_pct(AVL01)_R,AVL01ll_pct
707509964,ADM10g_pct(ADM10)_R,ADM10g_pct
5812998594,LPC1,LPC1
2179731270,HSS LPTC,HSS
488179585,KCab-s,KCab-sc
1966860704,(PLBDL4)_R,
1474446666,PVL11d_pct(PVL11)_R,PVL11d_pct
359292188,ADM07g_a_pct(ADM07)_R,ADM07g_a_pct
1226287821,FQ6_b_C4_R,FQ6_b
1046726193,MC61,MC61
768525608,KCa'b',KCa'b'
1131810172,ADL21f_a_pct(ADL21)_R,ADL21f_a_pct
295136965,FB01e(PDL05)_R,FB1E_b
1110885932,LC10,LC10
1817449059,LC17,LC17
5813000058,LC24,LC24
1138320215,(PDM12)_L,
5813022370,(PDM13)_L,
5813014249,(PVM10)_L,
1282646571,PFNp(PB01)_b_L9,PFNp_b
1068777508,(PVM03)_L,
1168331947,FQ4_b_C9_L_small,FQ4_b
5813002721,HBeyelet_004,HBeyelet
1560803212,PDM14k_pct(PDM14)_R,PDM14k_pct
1006535847,(PLBDL10)_R,
1780366362,LLPC2c,LLPC2c
5812980147,PDM09v_a_pct(PDM09)_R,PDM09v_a_pct
449223379,ADL10g_c_pct(ADL10)_R,ADL10g_c_pct
483025951,PDL07c_pct(PDL07)_R,PDL07c_pct
881889906,FQ8_C4_L,FQ8
986759122,LC10,LC10
1346477190,MC64,MC64
1322306508,AVL05ot_pct(AVL05)_R,AVL05ot_pct
976506780,,
5812993840,AVL17m_pct(aIP5c)(AVL17)_R,AVL17m_pct
1841054212,LLPC3,LLPC3
299078990,FB07n_L,FB7I
1232344382,AVM13i_pct(AVM13)_R,AVM13i_pct
1507812837,AVL11m_pct(AVL11)_R,AVL11m_pct
1807001609,PVM04j_pct(PVM04)_R,PVM04j_pct
978392510,,
765564814,(MBDLaxon1),
517510393,KCa'b',KCa'b'
5812980397,KCab-s,KCab-sc
5813006217,(LWF2)_R,
1810395386,ADM03z_pct(ADM03)_R,ADM03z_pct
729358056,PDM09i_pct(PDM09)_R,PDM09i_pct
5813054613,AVL01b_a_pct(AVL01)_R,AVL01b_a_pct
5813021766,KCa'b',KCa'b'
1970253290,LC15,LC15
1782318275,LC17,LC17
203257652,FQ12_b_C6_R,FQ12_b
757530901,(lVLPT3)_R,
663437249,PDL14d_pct(PDL14)_R,PDL14d_pct
1435835226,,
1138915459,AVL09d_pct(AVL09)_R,AVL09d_pct
327933061,PDM09z_pct(PDM09)_R,PDM09z_pct
1475477547,AVM11u_pct(aDT5d)(AVM11)_R,AVM11u_pct
672598344,(MBDLaxon1),
1350803100,PFNp(PB01)_a_R5,PFNp_a
5813055866,ADL02j_a_pct(ADL02)_R,ADL02j_a_pct
5813027050,AVL05m_pct(AVL05)_R,AVL05m_pct
891923486,LC10,LC10
1259377221,R6(ring)(AVM07)_L,R6
5813040731,,
1505152580,AVL03m_a_pct(AVL03)_R,AVL03m_a_pct
1070331992,PDM16p_pct(PDM16)_R,PDM16p_pct
796940742,(MBDLaxon1),
2071953654,AVL14oe_pct(AVL14)_R,AVL14oe_pct
451308547,PVL04e_pct(PVL04)_R,PVL04e_pct
1753359129,LC12,LC12
421300612,ADL02j_g_pct(ADL02)_R,ADL02j_g_pct
1532034864,PVL07f_pct(PVL07)_R,PVL07f_pct
948346463,FB07d_L,FB7D
5812990774,AVM06j_pct(AVM06)_R,AVM06j_pct
1734350788,mPN1_DA1(DT3a)(AVM02)_R,DA1 lPN
1229162373,MC61,MC61
5813102642,KCg,KCg
701371011,PDM08k_pct(PDM08)_R,PDM08k_pct
1378574332,PDL24a_pct(PDL24)_R,PDL24a_pct
1129150692,PDM17_pct(PDM17)_L,PDM17_pct
1203070528,PAM01(y5)(ADM08)_R,PAM01
518187118,KCa'b',KCa'b'
979048306,Delta0C,Delta0C
5813087891,PDM27h_pct(PDM27)_R,PDM27h_pct
1793325908,AVL14g_pct(AVL14)_R,AVL14g_pct
455155337,ADM11c_pct(ADM11)_R,ADM11c_pct
1168283924,FB02u(PDL05)_R,FB2G_b
701055731,ADM01p_pct(ADM01)_R,ADM01p_pct
1748925835,(LWF2)_R,
1353690708,ADL03op_pct(ADL03)_R,ADL03op_pct
2025507235,LLPC1,LLPC1
2064040033,AVL18k_pct(AVL18)_R,AVL18k_pct
394414783,KCab-a,KCab-sc
953855039,AVM16f_pct(AVM16)_R,AVM16f_pct
1049946735,(MBDLaxon1),
359581549,ADL24k_pct(ADL24)_R,ADL24k_pct
613338546,PDL05u_pct(PDL05)_R,PDL05u_pct
549917317,KCab-s,KCab-sc
737607638,(ADM01)_L,
357953145,(MBDLaxon1),
390948259,ADL13s_pct(ADL13)_R,ADL13s_pct
1627561374,PVL09s_b_pct(PVL09)_R,PVL09s_b_pct
356472660,PDM30i_pct(PDM30)_R,PDM30i_pct
5813060799,KCg,KCg
2039865821,PVL07v_pct(PVL07)_R,PVL07v_pct
5813024821,LLPC2b,LLPC2b
5812996317,MC62(LWF5)_R,MC62
1292816565,R3m(ring)(AVM07)_R,R3m
5813021989,KCab-a,KCab-sc
1346835612,MC62(LWF5)_R,MC62
5813061260,OA-VPM3(NO2/NO3)_L,OA-VPM3
1939543295,(LWF6)_R,
1623378159,(PVF4)_R,
5812982000,KCg,KCg
1261760187,R3d_b(ring)(AVM07)_R,R3d_b
325446181,PDL13x_pct(PDL13)_R,PDL13x_pct
954023855,PVM08p_pct(PVM08)_R,PVM08p_pct
483797945,ADL06g_pct(ADL06)_R,ADL06g_pct
5813071266,AVM14z_c_pct(AVM14)_R,AVM14z_c_pct
850104005,PFNd(PB04)_R4,PFNd
638312678,ADM04k_pct(ADM04)_R,ADM04k_pct
607592906,AVL23f_pct(AVL23)_R,AVL23f_pct
2219650933,AVL01oj_pct(AVL01)_R,AVL01oj_pct
952266169,AVL02y_pct(AVL02)_R,AVL02y_pct
546771021,,
1508170799,AVL05oi_pct(AVL05)_R,AVL05oi_pct
1930649203,(pLOP1)_R,
1231320932,ADM03g_pct(ADM03)_R,ADM03g_pct
1849554529,AVL10h_pct(AVL10)_R,AVL10h_pct
1719678048,LPLC4(PVL01)_R,LPLC4
610571450,AVM15j_pct(mALc)(AVM15)_L,AVM15j_pct
5901215214,PDM20r_pct(PDM20)_R,PDM20r_pct
1253511078,(PVM10)_L,
769199010,ADL15p_b_pct(ADL15)_R,ADL15p_b_pct
785232629,KCab-c,KCab-sc
1100088382,PDM10k_pct(PDM10)_R,PDM10k_pct
1257245650,LC32,LC32
538308362,KCab-s,KCab-sc
1434949542,PVM01on_pct(PVM01)_R,PVM01on_pct
1316086414,LC14(PVL12)_R,LC14
2212825480,PDM14z_pct(PDM14)_R,PDM14z_pct
2032760275,AVL15m_pct(AVL15)_R,AVL15m_pct
456506289,(MBDLaxon1),
670409136,(MBDLaxon1),
754184667,KCab-s,KCab-sc
1789306586,,
1290572640,AVL18oa_pct(AVL18)_R,AVL18oa_pct
1350340954,AVL03oj_pct(AVL03)_R,AVL03oj_pct
758154573,PDL10m_pct(PDL10)_R,PDL10m_pct
1595801455,MC62(LWF5)_R,MC62
1319915822,LC16,LC16
1284312505,(PVM03)_L,
819440815,FQ4_a_C1_L,FQ4_a
5901197700,PVL03s_pct(PVL03)_R,PVL03s_pct
5813083719,KCab-s,KCab-sc
1727979406,lPN2?(AVM03)_R,VP multi lPN lALT
1407597098,LC20,LC20
1754042300,LC12,LC12
5813045216,FB03c(AVM07)_R,FB3C
1593815080,LPLC4,LPLC4
754884149,KCg-d,KCg
893741163,FB04oc(AVM10)_R,FB4P_a
419639581,FQ12_b_C5_L,FQ12_b
1132168736,FQ7_a_C4_L,FQ7_a
5901215952,(LWF6)_R,
666567261,PDL14h_pct(PDL14)_R,PDL14h_pct
908340253,KCab-s,KCab-sc
5813085202,AVL01r_pct(AVL01)_R,AVL01r_pct
1260422110,R3w_c(ring)(AVM07)_L,R3w_c
1671957122,LN?(AL),
328611004,PDL05ob_pct(PDL05)_R,PDL05ob_pct
858047578,FQ7_d_C3_R,FQ7_d
389311717,PDL05oj_pct(PDL05)_R,PDL05oj_pct
1542715954,PDM13u_pct(pMP17)(PDM13)_R,PDM13u_pct
1315236071,PDM19p_pct(PDM19)_R,PDM19p_pct
829375020,(MBDLaxon1),
894168625,FB04oh_L,FB4P_b
2094186530,AVM06g_pct(AVM06)_R,AVM06g_pct
1558605812,PVL10f_pct(PVL10)_R,PVL10f_pct
1681683226,LPC1,LPC1
1139826933,MC61,MC61
1907924777,LC4,LC4
1310831405,Delta12a(AB)_R,Delta0A_a
5812987894,LPLC2(PVL01)_R,LPLC2
1632992195,AVL17olf_pct(aIP5b)(AVL17)_R,AVL17olf_pct
1262015257,ADM06s_pct(aSP18a)(ADM06)_R,ADM06s_pct
2211443902,HSN LPTC,HSN
1198006801,R4d_b(ring)(AVM07)_L,R4d_b
1046039977,MC61,MC61
5813014640,PDL15k_pct(PDL15)_R,PDL15k_pct
1439963190,PVL14h_b_pct(PVL14)_R,PVL14h_b_pct
1815126312,LPLC2(PVL01)_R,LPLC2
922992588,PVL08x_pct(PVL08)_R,PVL08x_pct
5901203099,LC12,LC12
1507109459,AVL13v_pct(AVL13)_R,AVL13v_pct
1109133043,MC61,MC61
767615925,(ADM01)_L,
794945765,FQ9_b_C2_R,FQ9_b
1441956741,LC12,LC12
1563389824,LC6,LC6
643691163,PDL06a_b_pct(PDL06)_R,PDL06a_b_pct
1872762831,LLPC3,LLPC3
858725815,PAM03(B2B'2a)_L,PAM03
883163764,,
2149253288,(pLOP2)_R,
1161247854,(PDM16)_L,
1141006088,KCg,KCg
638882263,AVM15m_pct(mALi)(AVM15)_L,AVM15m_pct
454935401,PDM13r_pct(PDM13)_L,PDM13r_pct
978733459,ExR5(ring)(PDM21)_L,ExR5
880875736,Delta7(PB15)_a_L,Delta7_a
793439006,(ADL08)_L,
5812982823,KCa'b',KCa'b'
510278421,PDL06ou_pct(PDL06)_R,PDL06ou_pct
388902666,PDL11n_pct(PDL11)_R,PDL11n_pct
5812979995,PDM10ol_pct(PDM10)_R,PDM10ol_pct
1872067692,LPC2,LPC2
604791287,PDM08z_pct(PDM08)_R,PDM08z_pct
5813009378,,
1158402729,PDM27g_pct(PDM27)_R,PDM27g_pct
977222655,PDL09n_pct(PDL09)_R,PDL09n_pct
298262663,PDM30a_pct(PDM30)_R,PDM30a_pct
5813041458,AVL07oo_pct(AVL07)_R,AVL07oo_pct
768192947,PDL15u_a_pct(PDL15)_R,PDL15u_a_pct
1289764847,FQ6_d_C7_R,FQ6_d
1079522281,LC10,LC10
611262552,(dMS6)(MBDLaxon1),
514837265,ADM01og_pct(ADM01)_R,ADM01og_pct
1158191887,LC14(PVL12)_R,LC14
925344753,LC10,LC10
1560419886,,
1697104095,AVL02v_b_pct(aIP2a)(AVL02)_R,AVL02v_b_pct
2121340624,LC26,LC26
1225553531,PVM03t_d_pct(PVM03)_R,PVM03t_d_pct
862265699,LC10,LC10
1049838815,LC10,LC10
514708179,PDM24c_pct(PDM24)_R,PDM24c_pct
5813014245,IPC_b(ADM09),IPC_b
697398827,(PDM12)_L,
1599747200,PFNp(PB01)_c_L9,PFNp_c
1904755969,PVL02x_pct(PVL02)_R,PVL02x_pct
916970165,Delta0B,Delta0B
5813056390,KCa'b',KCa'b'
1350937208,LC16,LC16
1173391076,KCg,KCg
1044403618,PVM09i_pct(pIP9)(PVM09)_R,PVM09i_pct
2030701241,AVL04u_a_pct(AVL04)_R,AVL04u_a_pct
730843584,PDM28i_pct(PDM28)_R,PDM28i_pct
1104837227,FB07g_L,FB7G
5813038109,(AVM09)_L,
643501489,PAM02(B'2a)(ADM08)_L,PAM02
1170866126,MC61,MC61
1873466115,LLPC1,LLPC1
1257167518,LC24(LWF6)_R,LC24
821729374,PDM10r_pct(PDM10)_R,PDM10r_pct
5813097634,PVL04a_b_pct(PVL04)_R,PVL04a_b_pct
1565802648,ADM06b_d_pct(ADM06)_R,ADM06b_d_pct
1534694621,LC17,LC17
977697454,Delta6F_b_10,Delta6F_b
669856713,AVL11a_pct(AVL11)_R,AVL11a_pct
1414845661,Delta12g_R,Delta0L
863331646,AOTU-LAL(ADL06)_R_bilateral,ADL06c_pct
760225398,PDL08p_b_pct(PDL08)_R,PDL08p_b_pct
1408928039,PVL14e_d_pct(PVL14)_R,PVL14e_d_pct
1132258749,ADM01e_pct(ADM01)_L,ADM01e_pct
611452437,(ADM12)_L,
5812983321,KCg,KCg
917674256,Delta6D_10,Delta6D
329552035,ADL02j_c_pct(pSP3a)(ADL02)_R,ADL02j_c_pct
325529237,DN1pA(PDM24)_R,DN1pA
5901203557,AVL12g_pct(AVL12)_R,AVL12g_pct
759291719,(lVLPT8)_R,
1598944549,AVL05w_b_pct(AVL05)_R,AVL05w_b_pct
326164742,PDL17r_pct(PDL17)_R,PDL17r_pct
1256153716,LC24,LC24
977697611,FQ9_a_C6_L,FQ9_a
1624203707,(PVM10)_L,
297519947,ADL02i_b_pct(ADL02)_R,ADL02i_b_pct
1449611593,AVL09h_pct(AVL09)_R,AVL09h_pct
760993807,AVL06oh_pct(AVL06)_R,AVL06oh_pct
1167433954,LC10,LC10
232513671,ON_009,ON
1346788757,LC24,LC24
1349114660,PFNp(PB01)_a_L4,PFNp_a
5813010836,PDL21d_pct(PDL21)_R,PDL21d_pct
1314216624,PDM26r_pct(PDM26)_R,PDM26r_pct
604242162,PFNv(PB05)_L2,PFNv
1971442009,AVM21k_pct(AVM21)_R,AVM21k_pct
1749275570,LPLC1(PVL01)_R,LPLC1
939742609,KCab-c,KCab-sc
1164200688,Delta0I,Delta0I
670651346,FB02k(PDL05)_R,FB2F_a
449555633,PDL10g_c_pct(PDL10)_R,PDL10g_c_pct
1200873417,MC61,MC61
1661364018,AVM11g_pct(AVM11)_R,AVM11g_pct
1003249888,Delta6K_07,Delta6K
5813090944,ADL05n_pct(ADL05)_R,ADL05n_pct
5813054961,AVL10or_pct(AVL10)_R,AVL10or_pct
1193560072,FB03a(FB3-NO-DAN?)_L,FB3A
2190537640,,
948372363,Delta6F_a_12,Delta6F_a
484911954,(ADM04)_L,
1563393904,LC9(PLBDL3)_R,LC9
1189605993,PDL09y_a_pct(PDL09)_R,PDL09y_a_pct
1501452958,PVM01oj_pct(PVM01)_R,PVM01oj_pct
2183418336,PVL02i_pct(PVL02)_R,PVL02i_pct
418261858,PDM10of_pct(PDM10)_R,PDM10of_pct
1167882816,PVL18a_pct(pC2la)(PVL18)_R,PVL18a_pct
1817453557,LC17(lVLPT4)_R,LC17
892600723,LC10,LC10
696082279,PDL19e_pct(PDL19)_R,PDL19e_pct
578621125,PDM32e_pct(PDM32)_R,PDM32e_pct
1033196750,FQ8_C3_R,FQ8
1537803538,LC15,LC15
270322941,IPC_c(ADM09),IPC_c
5813001741,l-LNv,l-LNv
1819965764,AVM09i_pct(AVM09)_R,AVM09i_pct
1041468139,FQ12_b_C6_R,FQ12_b
575405846,PVL11w_pct(PVL11)_R,PVL11w_pct
1138807940,MC61,MC61
1534107181,LC21(PLBDL4)_R,LC21
1073069488,PVM01oz_pct(PVM01)_R,PVM01oz_pct
1571371251,AVM09t_pct(AVM09)_R,AVM09t_pct
5813023100,AVM12p_a_pct(aPN1c)(AVM12)_R,AVM12p_a_pct
5813041103,PVM02oc_pct(PVM02)_R,PVM02oc_pct
1350277508,LC26,LC26
697355847,PFNd(PB04)_L3,PFNd
826136822,PVL04m_b_pct(PVL04)_R,PVL04m_b_pct
700658962,,
912147912,PEG(PB07)_R6,PEG
1375759120,(PVM01)_L,
512294414,ADL11t_pct(ADL11)_R,ADL11t_pct
1511602490,AVL08ok_pct(AVL08)_R,AVL08ok_pct
892604992,LC10,LC10
5812987684,ExR7(ring)_L,ExR7
604989608,(PDM16)_L,
603444300,AVL12k_pct(AVL12)_R,AVL12k_pct
1690910458,LC28b,LC28b
512441111,ADM01h_pct(ADM01)_R,ADM01h_pct
1351667174,PVL10y_b_pct(PVL10)_R,PVL10y_b_pct
1439491516,PVL13n_pct(PVL13)_R,PVL13n_pct
5813097021,ADM03i_pct(ADM03)_R,ADM03i_pct
1473207713,PFNp(PB01)_c_R7,PFNp_c
5813048609,(PVM01)_L,
600702483,KCg,KCg
299043307,ADM04w_pct(ADM04)_R,ADM04w_pct
422311625,ADL13c_b_pct(ADL13)_R,ADL13c_b_pct
756520292,PDL26b_pct(PDL26)_R,PDL26b_pct
1964921972,PVM07c_pct(PVM07)_R,PVM07c_pct
5901207252,LC20,LC20
1534616031,Delta0A_a(AB),Delta0A_a
1167429704,MC61,MC61
661395129,KCg,KCg
327153088,PDL20d_pct(PDL20)_R,PDL20d_pct
1876449448,(LWF3)_R,
915520244,PVM09n_pct(PVM09)_R,PVM09n_pct
1262356170,DNa07(ADM06)_R,DNa07
5812983866,KCa'b',KCa'b'
798196366,KCab-c,KCab-sc
5813023581,VS(LPTC),VS
703351975,AVM15j_pct(mALc)(AVM15)_L,AVM15j_pct
2024470697,(pLOP1)_R,
945868812,PDM16f_a_pct(PDM16)_R,PDM16f_a_pct
573381453,PDL14m_a_pct(PDL14)_R,PDL14m_a_pct
325131735,PDL11u_a_pct(PDL11)_R,PDL11u_a_pct
1467788947,(PVM10)_L,
1164269666,PFR_a(PB11a)_R3,PFR_a
1321749057,Delta12e_L,Delta0G_b
5813021301,KCab-s,KCab-sc
5813019877,PDM05b_pct(PDM05)_R,PDM05b_pct
1099808012,(PVM09)_L,
5813037812,PVL15t_pct(PVL15)_R,PVL15t_pct
1845117373,LPLC1(PVL01)_R,LPLC1
2309297883,(LWF7)_R,
577709776,(PDM08)_L,
1073703524,AVL20d_pct(AVL20)_R,AVL20d_pct
5813055862,ADL29d_pct(ADL29)_R,ADL29d_pct
1534270924,AVM21b_pct(AVM21)_R,AVM21b_pct
5813023453,PDM17ob_pct(PDM17)_L,PDM17ob_pct
2070239660,AVL14r_b_pct(AVL14)_R,AVL14r_b_pct
642046803,(PVM12)_L,
1110173882,MC61,MC61
5813082175,PAM12(y3)(ADM08)_L,PAM12
1412700292,AVL07b_pct(aIP3)(AVL07)_R,AVL07b_pct
733649312,,
